C.D.S.  -  SIMBAD4 rel 1.7  -  2020.08.18CEST10:10:23

dec >= 40 & Bmag <= 7.5
-----------------------

Number of objects : 2740

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
177 |HD 205199                          |*  |21 32 14.7473144988 +46 15 26.122685393|     ~| 7.34 | 7.37 |     ~|     ~|A0                   |   3 |   0
178 |* rho Cyg                          |PM*|21 33 58.8529848 +45 35 30.617851      | 5.47 | 4.91 | 4.02 | 3.31 | 2.81 |G8IIIFe-0.5          | 183 |   0
179 |V* W Cyg                           |LP*|21 36 02.4961902 +45 22 28.529170      | 8.21 | 6.97 | 5.38 | 3.03 | 0.89 |M4e-M6eIII           | 171 |   0
180 |HD 204860                          |Be*|21 30 00.8934387116 +45 29 39.059590353|     ~| 6.905| 6.951|     ~|     ~|Be                   |  27 |   0
181 |HD 206963                          |*  |21 44 25.4158760562 +46 51 46.191415746|     ~| 7.00 | 6.60 |     ~|     ~|F5                   |  20 |   0
182 |HD 208835                          |SB*|21 57 51.3592564907 +46 51 51.988024760|     ~| 7.46 | 7.50 |     ~|     ~|B8III                |  27 |   0
183 |HD 208727                          |Pu*|21 57 02.2199931066 +48 40 06.835025596|     ~| 6.421| 6.504|     ~|     ~|B8V                  |  45 |   0
184 |V* V365 Lac                        |SB*|22 05 51.2183224621 +48 13 53.374020843| 5.5  | 6.160| 6.254|     ~|     ~|B2V                  |  91 |   0
185 |HD 210353                          |*  |22 08 41.8319144131 +47 56 00.706434519|     ~| 6.813| 6.860|     ~|     ~|A0                   |  12 |   0
186 |HD 210819                          |*  |22 11 57.5340293498 +50 11 46.268187923|     ~| 7.3  | 7.3  |     ~|     ~|F0II+                |  25 |   0
187 |HD 210697                          |*  |22 11 04.8169550715 +48 40 38.573754360|     ~| 6.572| 6.628|     ~|     ~|B9                   |  14 |   0
188 |NGC 7243                           |OpC|22 15 08.0 +49 53 54                   |     ~| 6.54 | 6.4  |     ~|     ~|~                    | 101 |   0
189 |HD 212712                          |*  |22 25 24.1324261296 +50 24 05.456856348|     ~| 7.35 | 7.34 |     ~|     ~|A0                   |  11 |   0
190 |* alf Lac                          |PM*|22 31 17.5013090 +50 16 56.968200      | 3.78 | 3.78 | 3.77 | 3.77 | 3.80 |A1V                  | 240 |   0
191 |* 4 Lac                            |*  |22 24 30.9907943432 +49 28 34.999228897| 4.33 | 4.67 | 4.58 | 4.45 | 4.35 |A0Ib                 | 171 |   0
192 |* 9 Lac                            |PM*|22 37 22.4172656 +51 32 42.438341      | 4.98 | 4.87 | 4.63 | 4.41 | 4.27 |A9VkA7mA6            |  70 |   0
193 |HD 214240                          |SB*|22 35 53.3823965955 +50 04 14.835804281| 5.7  | 6.199| 6.275|     ~|     ~|B3V                  |  76 |   0
194 |HD 217315                          |*  |22 59 12.8449000510 +52 18 10.743814572|     ~| 6.93 | 6.97 |     ~|     ~|B9                   |   8 |   0
195 |HD 216523                          |*  |22 52 52.2484819078 +50 24 44.224229750|     ~| 6.407| 6.463|     ~|     ~|B8V                  |  26 |   0
196 |* 3 And                            |PM*|23 04 10.9818509110 +50 03 07.529661915|     ~| 5.71 |     ~| 4.0  |     ~|K0IIIb               | 112 |   0
197 |V* V424 Lac                        |LP*|22 56 25.9984806807 +49 44 00.751810487| 8.66 | 6.71 | 4.94 | 3.59 | 2.54 |K5Ib                 | 142 |   0
198 |HD 215940                          |*  |22 47 54.7180222642 +51 58 45.914733823|     ~| 7.37 | 7.13 |     ~|     ~|A3                   |   2 |   0
199 |HD 216106                          |PM*|22 49 17.5665128452 +50 58 36.150788501| 7.310| 7.290| 6.750|     ~|     ~|G0                   |  41 |   0
200 |HD 216206                          |*  |22 50 10.0936437396 +50 40 36.905501148|     ~| 7.336| 6.230|     ~|     ~|G5Ib-II              |  56 |   0
201 |HD 218344                          |*  |23 06 32.1773962702 +51 04 37.909417527| 6.59 | 7.293| 7.407|     ~|     ~|B2V                  |  34 |   0
202 |HD 218925                          |PM*|23 11 23.5523864483 +50 46 16.950075894|     ~| 7.26 | 6.81 |     ~|     ~|F8                   |  22 |   0
203 |HD 219290                          |*  |23 14 14.3815966698 +50 37 04.419701198| 6.250| 6.300| 6.310|     ~|     ~|A0V                  |  34 |   0
204 |HD 218393                          |Be*|23 07 06.2120465053 +50 11 32.489137162| 6.79 | 7.25 | 6.92 |     ~|     ~|B3pe+K1III           | 144 |   0
205 |HD 222762                          |*  |23 43 05.6632713163 +53 09 09.354456813|     ~| 6.60 | 6.63 |     ~|     ~|B8                   |   8 |   0
206 |HD 222748                          |*  |23 43 05.0561822924 +51 56 21.597002654|     ~| 7.47 | 6.44 |     ~|     ~|K0                   |   6 |   0
207 |HD 224648                          |*  |23 59 32.8895924081 +50 49 57.262167781|     ~| 7.134| 7.189|     ~|     ~|B9                   |   9 |   0
208 |HD 223552                          |PM*|23 50 22.2332616805 +51 37 17.976931958|     ~| 6.843| 6.472|     ~|     ~|F3V                  |  38 |   0
209 |HD 223152                          |*  |23 46 56.2994829684 +51 13 44.380710276|     ~| 7.44 | 7.48 |     ~|     ~|B5                   |  14 |   0
210 |V* R Cas                           |Mi*|23 58 24.8700291935 +51 23 19.691977266| 6.71 | 6.63 | 4.80 |     ~|     ~|M6.5-9e              | 678 |   0
211 |HD 567                             |*  |00 10 16.4624058248 +52 15 18.495929766|     ~| 7.15 | 7.20 |     ~|     ~|B9                   |   6 |   0
212 |HD 2054                            |SB*|00 25 06.4107519494 +53 02 48.401121612| 5.38 | 5.654| 5.719|     ~|     ~|B9IV                 |  59 |   0
213 |HD 1976                            |SB*|00 24 15.6528002217 +52 01 11.697997412| 4.84 | 5.459| 5.580|     ~|     ~|B5IV                 | 136 |   1
214 |V* AO Cas                          |WU*|00 17 43.0629024684 +51 25 59.115602831| 5.04 | 6.01 | 6.14 |     ~|     ~|O9.2II+O8V((f))      | 318 |   0
215 |V* V486 Cas                        |SB*|00 42 37.9885836820 +52 20 13.745081220|     ~| 6.993| 6.946|     ~|     ~|B1III                |  55 |   0
216 |HD 3802                            |*  |00 41 12.7091928272 +52 11 51.589316135|     ~| 6.80 | 6.73 |     ~|     ~|A0                   |   4 |   0
217 |HD 2774                            |PM*|00 31 41.1569521911 +52 50 22.297608191|     ~| 6.765| 5.596|     ~|     ~|K2III                |  44 |   0
218 |HD 5554                            |*  |00 57 55.7867925414 +52 08 12.387035153|     ~| 7.38 | 7.29 |     ~|     ~|A2                   |   5 |   0
219 |HD 4536                            |*  |00 47 59.02602 +51 26 41.1124          |     ~| 7.23 | 7.25 |     ~|     ~|A0                   |  21 |   1
220 |* nu. Cas                          |V* |00 48 50.0171080068 +50 58 05.398156823|     ~| 4.789| 4.891|     ~|     ~|B9III                |  49 |   0
221 |V* V526 Cas                        |dS*|00 50 57.3951999448 +51 30 28.923031192| 6.750| 6.650| 6.360|     ~|     ~|F5III                |  53 |   0
222 |HD 4881                            |*  |00 51 33.7899557334 +51 34 17.128881532| 6.200| 6.250| 6.220|     ~|     ~|B9.5V                |  51 |   0
223 |* ksi Cas                          |SB*|00 42 03.8926969722 +50 30 45.071433667| 4.05 | 4.71 | 4.81 | 4.82 | 4.94 |B2V                  | 133 |   0
224 |HD 6564                            |** |01 07 13.8842748443 +49 33 19.665507261| 6.5  | 6.78 | 6.82 |     ~|     ~|A0                   |  15 |   0
225 |HD 6084                            |** |01 02 53.7933906 +51 47 53.134023      |     ~| 6.831| 6.856|     ~|     ~|B5                   |  38 |   1
226 |HD 6028                            |*  |01 02 18.4621840612 +51 02 05.805940928| 6.760| 6.610| 6.490|     ~|     ~|A3V                  |  31 |   0
227 |CCDM J01106+5101AP                 |** |01 10 34.31685 +51 00 47.9910          | 7.290| 7.310| 6.900|     ~|     ~|F5V                  |  34 |   1
228 |HD 6300                            |*  |01 04 46.7987958489 +51 00 35.214021198|     ~| 6.437| 6.520|     ~|     ~|B3V                  |  57 |   0
229 |HD 7349                            |*  |01 14 35.7957799502 +49 25 46.783245787|     ~| 7.33 | 7.34 |     ~|     ~|B9                   |   9 |   0
230 |HD 7710                            |** |01 17 47.97982 +49 00 30.4183          |     ~| 7.19 | 7.16 |     ~|     ~|B9.5V                |  28 |   0
231 |V* V766 Cas                        |Al*|01 20 40.5584766049 +51 35 41.424283927|     ~| 7.18 | 7.15 |     ~|     ~|B9                   |  18 |   1
232 |HD 10546                           |*  |01 43 53.0687847420 +49 39 23.222338600|     ~| 7.42 | 7.42 |     ~|     ~|B9                   |  13 |   0
233 |HD 10577                           |*  |01 44 13.7407092687 +48 12 40.742566513|     ~| 7.030| 7.002|     ~|     ~|B9                   |  13 |   0
234 |V* OP And                          |RS*|01 36 27.1998189864 +48 43 21.999780804|     ~| 7.47 | 6.22 |     ~|     ~|K1III:               |  91 |   0
235 |* ups Per                          |PM*|01 37 59.5569926 +48 37 41.569533      | 6.29 | 4.85 | 3.57 | 2.61 | 1.96 |K3-IIICN0.5          | 217 |   0
236 |HD 11188                           |*  |01 51 02.5757609485 +47 25 10.349283784|     ~| 7.26 | 7.28 |     ~|     ~|B8                   |  18 |   0
237 |* 3 Per                            |*  |01 58 33.5064465895 +49 12 15.668599320|     ~| 6.706| 5.702|     ~|     ~|K0IV                 |  41 |   0
238 |HD 11031                           |** |01 49 15.54296 +47 53 48.9227          |     ~| 6.11 | 5.82 |     ~|     ~|A3V                  |  62 |   0
239 |HD 11031A                          |** |01 49 15.540 +47 53 49.01              |     ~| 6.554| 6.456|     ~|     ~|A2.5V                |   5 |   0
240 |HD 11031B                          |*  |01 49 15.465 +47 53 47.17              |     ~| 7.45 | 7.19 |     ~|     ~|Am                   |   7 |   0
241 |HD 13818                           |PM*|02 15 57.7333557655 +47 48 42.990429267| 8.280| 7.410| 6.360|     ~|     ~|G9III-IV             |  12 |   0
242 |HD 13594A                          |PM*|02 14 02.4651987554 +47 29 03.300249115|     ~| 6.88 | 6.52 |     ~|     ~|F1V                  |   6 |   0
243 |HD 13679                           |*  |02 14 46.3521129613 +46 41 14.958996803|     ~| 6.86 | 6.91 |     ~|     ~|B8                   |  16 |   0
244 |* c And                            |PM*|02 19 16.7969275675 +47 22 47.913234056|     ~| 5.310| 5.310|     ~|     ~|A0V                  |  56 |   0
245 |HD 14372                           |*  |02 20 41.5135225292 +47 18 38.916168177|     ~| 6.065| 6.154|     ~|     ~|B5V                  |  48 |   0
246 |HD 12352                           |*  |02 02 20.0128797505 +46 50 33.014457069|     ~| 7.03 | 7.07 |     ~|     ~|B8                   |  16 |   0
247 |HD 14213                           |*  |02 19 10.8245056567 +46 28 20.145476646| 6.500| 6.370| 6.220|     ~|     ~|A4V                  |  22 |   0
248 |HD 15510                           |*  |02 31 15.66461 +46 23 41.8249          |     ~| 7.28 | 7.11 |     ~|     ~|A5                   |  13 |   0
249 |HD 15579                           |PM*|02 31 54.1368969149 +46 35 07.668458772|     ~| 7.360| 7.013|     ~|     ~|F2                   |  18 |   0
250 |V* V557 Per                        |a2*|02 40 36.9305643651 +44 05 28.362610696|     ~| 7.26 | 7.35 |     ~|     ~|~                    |  31 |   0
251 |HD 17246                           |** |02 47 31.1550132531 +44 16 19.922433569|     ~| 7.09 | 6.47 |     ~|     ~|F5                   |  30 |   0
252 |HD 16855                           |PM*|02 43 35.3786953295 +43 32 16.691033060|     ~| 7.009| 6.769|     ~|     ~|A2                   |  19 |   0
253 |* 14 Per                           |*  |02 44 05.1591849213 +44 17 49.348817414|     ~| 6.320| 5.435|     ~|     ~|G0Ib-IIaCa1          | 125 |   0
254 |HD 18482                           |V* |02 59 39.8788029591 +41 01 58.581981297|     ~| 7.326| 5.877|     ~|     ~|K2                   |  14 |   0
255 |HD 17922                           |SB*|02 54 14.1156280219 +42 35 19.687145138|     ~| 7.398|     ~| 6.6  |     ~|F5                   |  44 |   0
256 |HD 19066                           |*  |03 05 21.0103002527 +40 34 55.847136130| 7.86 | 7.06 | 6.05 |     ~|     ~|K0III                |  24 |   0
257 |HD 19057                           |*  |03 05 19.0438398835 +41 07 15.063219525|     ~| 7.35 | 7.28 |     ~|     ~|A0                   |  10 |   0
258 |HD 20283                           |** |03 17 11.45946 +40 28 58.6932          | 6.270| 6.430| 6.460|     ~|     ~|B9.5Vn+A2VpSrCrSi    |  41 |   0
259 |HD 20283A                          |*  |03 17 11.454 +40 28 58.61              |     ~| 6.776| 6.845| 7.63 |     ~|B9.5Vn               |   5 |   0
260 |HD 19981                           |*  |03 14 08.4760296240 +40 07 08.530108704|     ~| 6.99 | 7.04 |     ~|     ~|B9                   |  13 |   0
261 |* bet Per                          |Al*|03 08 10.1324535 +40 57 20.328013      | 1.70 | 2.07 | 2.12 | 2.08 | 2.11 |B8V                  |1147 |   2
262 |HD 194789                          |*  |20 26 03.8578093358 +40 24 06.127135519|     ~| 6.527| 6.636|     ~|     ~|B8                   |  14 |   0
263 |NGC 6910                           |OpC|20 23 08.0 +40 46 30                   |     ~| 7.13 | 7.4  |     ~|     ~|~                    | 166 |   0
264 |* gam Cyg                          |V* |20 22 13.7018357 +40 15 24.044963      | 3.44 | 2.90 | 2.23 | 1.74 | 1.40 |F8Ib                 | 554 |   0
265 |HD 196687                          |*  |20 37 22.9981105241 +42 59 28.253693939|     ~| 7.170| 7.263|     ~|     ~|A0                   |  15 |   0
266 |HD 197700                          |*  |20 43 53.5801623559 +42 13 12.695873328|     ~| 7.281| 6.994|     ~|     ~|F0                   |  12 |   0
267 |HD 196305                          |*  |20 34 56.5164764385 +41 43 04.071451581|     ~| 7.49 | 7.59 |     ~|     ~|B9                   |  11 |   0
268 |HD 197392                          |*  |20 41 56.5018146928 +41 43 00.743088455|     ~| 5.550| 5.664|     ~|     ~|B8II-III             |  53 |   0
269 |HD 197204                          |*  |20 40 53.2787623803 +41 12 08.983699866| 6.770| 6.960| 7.010|     ~|     ~|B9                   |  17 |   0
270 |HD 197139                          |PM*|20 40 03.1593557252 +43 27 31.956615707|     ~| 7.156| 5.965|     ~|     ~|K2III                |  25 |   0
271 |HD 198480                          |*  |20 49 07.4141134125 +42 57 17.735440722|     ~| 7.30 | 7.30 |     ~|     ~|B8                   |  12 |   0
272 |HD 199511                          |*  |20 56 11.5960721214 +43 25 27.515751243|     ~| 6.747| 6.861|     ~|     ~|B8                   |  12 |   0
273 |* 57 Cyg                           |Al*|20 53 14.7550278 +44 23 14.140852      | 4.05 | 4.63 | 4.77 | 4.84 | 4.97 |B5V                  | 181 |   0
274 |HD 198195                          |*  |20 47 09.91930 +42 24 35.4301          | 6.88 | 7.34 | 7.42 |     ~|     ~|B9III                |  22 |   1
275 |HD 199986                          |*  |20 58 54.6550241304 +46 15 09.088531397|     ~| 7.224| 7.038|     ~|     ~|A5V                  |  20 |   0
276 |* 60 Cyg                           |Be*|21 01 10.9277825432 +46 09 20.792180714| 4.23 | 5.226| 5.432|     ~|     ~|B1Ve                 | 178 |   0
277 |HD 199098                          |V* |20 53 18.5694372911 +45 10 54.052532740|     ~| 6.550| 5.462|     ~|     ~|K0II                 |  43 |   0
278 |HD 199206                          |*  |20 54 05.9380735439 +45 06 36.529099207| 7.07 | 7.31 | 7.33 |     ~|     ~|B8II                 |  25 |   1
279 |HD 199870                          |SB*|20 58 19.4699613032 +44 28 17.965660140|     ~| 6.528| 5.547|     ~|     ~|K0III:Fe-0.5         |  95 |   0
280 |HR 8064                            |** |21 02 48.6193365921 +45 50 55.998763195|     ~| 6.348| 6.486|     ~|     ~|B3Vn                 |  55 |   1
281 |HD 201306                          |*  |21 07 14.9357779548 +44 40 26.679521387| 6.87 | 7.33 | 7.38 |     ~|     ~|B9                   |  13 |   1
282 |HD 200407                          |PM*|21 01 47.4634801882 +44 11 12.870597956|     ~| 7.053| 6.742|     ~|     ~|kA2.5hF2mF2          |  27 |   0
283 |HD 199579                          |SB*|20 56 34.7781372461 +44 55 29.000769871| 5.16 | 6.01 | 5.96 |     ~|     ~|O6.5V((f))z          | 339 |   0
284 |HD 199479                          |*  |20 55 59.0074967347 +44 22 26.155407091|     ~| 6.767| 6.821|     ~|     ~|B9V                  |  30 |   0
285 |HD 200753                          |PM*|21 03 43.4667486975 +46 51 47.291235667|     ~| 6.563| 6.310|     ~|     ~|F0IVn                |  17 |   0
286 |HD 201359                          |SB*|21 07 23.7081749646 +47 16 39.056959012|     ~| 7.23 | 7.28 |     ~|     ~|B8V                  |  24 |   0
287 |HD 201599                          |*  |21 08 57.8714598786 +47 16 15.611568118|     ~| 7.348| 6.962|     ~|     ~|F2                   |  22 |   0
288 |HD 203013                          |*  |21 18 02.9124016289 +46 51 26.236182604|     ~| 6.93 | 7.02 |     ~|     ~|B9                   |   7 |   0
289 |HD 203535                          |*  |21 21 20.4666266961 +46 43 47.374932471|     ~| 6.88 | 6.72 |     ~|     ~|A2                   |  11 |   0
290 |HD 201935                          |*  |21 11 15.5556357851 +45 40 27.217453580| 7.31 | 7.025| 6.671|     ~|     ~|A5II                 |  18 |   0
291 |HD 202347                          |*  |21 13 41.8579262350 +45 36 41.260356208| 6.6  | 7.41 | 7.50 |     ~|     ~|B1V                  |  61 |   0
292 |HD 201733                          |Be*|21 09 58.6314769304 +45 30 09.192113288| 5.81 | 6.47 | 6.63 |     ~|     ~|B4IVp                |  84 |   0
293 |HD 204002                          |*  |21 24 05.9761706034 +48 33 24.843507847|     ~| 7.50 | 7.56 |     ~|     ~|A0                   |   5 |   0
294 |V* V1934 Cyg                       |a2*|21 24 55.4392700588 +49 19 23.254288761| 6.55 | 6.55 | 6.58 |     ~|     ~|A0VpSrCrSiHg         |  50 |   0
